Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Year,Tavg_week,precip_week,heat_dw,cool_dw,3_week_avrgPrecipTotal,5_week_avrgPrecipTotal
2,2014-06-10,70,59,65.0,M,56,59,0, 0,-,-,RA DZ BR,M,M,M,0.45,29.17,29.85,8.3,3,9.1,2014,67.14285714285714,0.11571428571428573,0.0,4.4571428571428555,0.11309523809523811,0.1552857142857143
1,2014-06-11,67,57,62.0,-5,55,58,3, 0,0416,1926,RA DZ BR,0,M,0.0,0.52,29.00,29.71,6.4,34,7.4,2014,64.71428571428571,0.29857142857142854,0.0,6.885714285714286,0.12690476190476194,0.20771428571428574
2,2014-06-11,69,62,66.0,M,60,62,0, 1,-,-,RA DZ BR HZ,M,M,M,0.03,29.05,29.70,2.2,36,5.8,2014,67.14285714285714,0.11571428571428573,0.0,4.4571428571428555,0.11404761904761906,0.15600000000000003
1,2014-06-12,79,58,69.0, 1,56,62,0, 4,0416,1927,DZ BR,0,M,0.0,0.005,29.08,29.78,8.6,27,10.0,2014,72.28571428571429,0.09428571428571429,0.6857142857142975,0.0,0.12714285714285717,0.20500000000000002
2,2014-06-12,82,63,73.0,M,59,64,0, 8,-,-,DZ BR,M,M,M,0.01,29.13,29.77,8.9,26,9.8,2014,74.71428571428571,0.11642857142857144,3.114285714285714,0.0,0.11452380952380954,0.1562857142857143
1,2014-06-13,75,55,65.0,-3,41,52,0, 0,0416,1927, ,0,M,0.0,0.0,29.26,29.96,6.4,31,9.8,2014,72.28571428571429,0.09428571428571429,0.6857142857142975,0.0,0.12714285714285717,0.17557142857142857
2,2014-06-13,75,57,66.0,M,45,55,0, 1,-,-, ,M,M,M,0.0,29.32,29.95,3.4,34,7.5,2014,74.71428571428571,0.11642857142857144,3.114285714285714,0.0,0.11452380952380954,0.11542857142857145
1,2014-06-14,79,52,66.0,-2,43,55,0, 1,0416,1928, ,0,M,0.0,0.0,29.31,30.03,7.8,17,8.3,2014,72.28571428571429,0.09428571428571429,0.6857142857142975,0.0,0.12714285714285717,0.17557142857142857
2,2014-06-14,80,57,69.0,M,43,56,0, 4,-,-, ,M,M,M,0.0,29.37,30.02,7.5,17,8.6,2014,74.71428571428571,0.11642857142857144,3.114285714285714,0.0,0.11452380952380954,0.11542857142857145
1,2014-06-15,84,60,72.0, 4,55,63,0, 7,0416,1928, ,0,M,0.0,0.0,29.17,29.89,14.3,19,15.7,2014,72.28571428571429,0.09428571428571429,0.6857142857142975,0.0,0.12714285714285717,0.17214285714285715
2,2014-06-15,86,64,75.0,M,58,65,0,10,-,-, ,M,M,M,0.005,29.24,29.89,13.4,19,14.5,2014,74.71428571428571,0.11642857142857144,3.114285714285714,0.0,0.11476190476190477,0.10385714285714287
1,2014-06-16,88,67,78.0, 9,61,67,0,13,0416,1929, ,0,M,0.0,0.0,29.24,29.97,7.4,21,8.7,2014,72.28571428571429,0.09428571428571429,0.6857142857142975,0.0,0.12714285714285717,0.11242857142857145
2,2014-06-16,90,69,80.0,M,64,70,0,15,-,-, ,M,M,M,0.0,29.31,29.96,7.1,21,8.8,2014,74.71428571428571,0.11642857142857144,3.114285714285714,0.0,0.11095238095238096,0.10300000000000002
1,2014-06-17,91,77,84.0,15,64,70,0,19,0416,1929,RA,0,M,0.0,0.005,29.15,29.86,9.1,22,12.6,2014,72.28571428571429,0.09428571428571429,0.6857142857142975,0.0,0.11738095238095242,0.10914285714285715
2,2014-06-17,93,79,86.0,M,68,74,0,21,-,-, ,M,M,M,0.0,29.22,29.85,11.5,21,13.9,2014,74.71428571428571,0.11642857142857144,3.114285714285714,0.0,0.08714285714285715,0.09900000000000002
1,2014-06-18,82,61,72.0, 2,63,66,0, 7,0416,1929,TS TSRA BR HZ,0,M,0.0,0.65,29.24,29.93,2.0,23,10.2,2014,72.28571428571429,0.09428571428571429,0.6857142857142975,0.0,0.14690476190476195,0.12714285714285717
2,2014-06-18,85,63,74.0,M,67,70,0, 9,-,-,TS TSRA RA BR,M,M,M,0.8,29.29,29.92,3.3,23,10.6,2014,74.71428571428571,0.11642857142857144,3.114285714285714,0.0,0.09285714285714285,0.12014285714285718
1,2014-06-19,79,59,69.0,-1,61,64,0, 4,0416,1930,TSRA FG+ BR HZ,0,M,0.0,0.32,29.33,30.04,6.0,7,8.2,2014,73.0,0.29642857142857143,1.4000000000000057,0.0,0.16214285714285717,0.1308571428571429
2,2014-06-19,82,60,71.0,M,66,68,0, 6,-,-,TSRA RA BR HZ,M,M,M,0.39,29.39,30.03,5.4,6,7.6,2014,74.42857142857143,0.35428571428571426,2.8285714285714363,0.0,0.11142857142857142,0.12385714285714289
1,2014-06-20,85,63,74.0, 4,63,67,0, 9,0416,1930,BR HZ,0,M,0.0,0.01,29.23,29.94,2.6,30,8.5,2014,73.0,0.29642857142857143,1.4000000000000057,0.0,0.16261904761904764,0.1282857142857143
2,2014-06-20,86,66,76.0,M,67,70,0,11,-,-,RA BR VCFG,M,M,M,0.03,29.28,29.93,2.6,29,8.8,2014,74.42857142857143,0.35428571428571426,2.8285714285714363,0.0,0.11285714285714284,0.12242857142857146
1,2014-06-21,84,60,72.0, 2,62,65,0, 7,0416,1930,RA BR,0,M,0.0,1.28,29.21,29.92,0.7,17,7.3,2014,73.0,0.29642857142857143,1.4000000000000057,0.0,0.2235714285714286,0.1648571428571429
2,2014-06-21,85,63,74.0,M,65,67,0, 9,-,-,RA BR,M,M,M,0.73,29.26,29.91,2.1,17,6.5,2014,74.42857142857143,0.35428571428571426,2.8285714285714363,0.0,0.1476190476190476,0.1432857142857143
1,2014-06-22,82,63,73.0, 3,61,64,0, 8,0417,1931,FG+ BR HZ,0,M,0.0,0.0,29.16,29.88,4.4,7,4.9,2014,73.0,0.29642857142857143,1.4000000000000057,0.0,0.22333333333333336,0.1648571428571429
2,2014-06-22,82,66,74.0,M,64,67,0, 9,-,-,BR,M,M,M,0.0,29.23,29.87,4.8,8,5.8,2014,74.42857142857143,0.35428571428571426,2.8285714285714363,0.0,0.14738095238095236,0.1432857142857143
1,2014-06-23,81,66,74.0, 4,65,68,0, 9,0417,1931,RA BR,0,M,0.0,0.05,29.11,29.83,2.9,22,5.5,2014,73.0,0.29642857142857143,1.4000000000000057,0.0,0.21904761904761907,0.16614285714285718
2,2014-06-23,84,69,77.0,M,69,71,0,12,-,-,RA BR,M,M,M,0.16,29.18,29.82,1.9,22,5.5,2014,74.42857142857143,0.35428571428571426,2.8285714285714363,0.0,0.14547619047619045,0.14771428571428574
1,2014-06-24,87,70,79.0, 8,65,69,0,14,0417,1931,TSRA RA,0,M,0.0,0.41,29.15,29.85,0.8,36,4.7,2014,73.0,0.29642857142857143,1.4000000000000057,0.0,0.2385714285714286,0.15442857142857147
2,2014-06-24,85,70,78.0,M,70,72,0,13,-,-,RA BR,M,M,M,1.15,29.21,29.83,0.9,15,5.7,2014,74.42857142857143,0.35428571428571426,2.8285714285714363,0.0,0.20023809523809524,0.1622857142857143
1,2014-06-25,80,59,70.0,-1,58,61,0, 5,0417,1931,FG+ FG BR HZ,0,M,0.0,0.005,29.28,29.98,6.8,4,7.3,2014,73.0,0.29642857142857143,1.4000000000000057,0.0,0.22976190476190478,0.15428571428571433
2,2014-06-25,79,62,71.0,M,63,65,0, 6,-,-,BR HZ,M,M,M,0.02,29.34,29.96,5.3,4,6.2,2014,74.42857142857143,0.35428571428571426,2.8285714285714363,0.0,0.19547619047619044,0.1625714285714286
1,2014-06-26,78,59,69.0,-2,57,61,0, 4,0418,1931,BR HZ,0,M,0.0,0.0,29.34,30.04,6.2,5,6.8,2014,73.28571428571429,0.4,1.6857142857142975,0.0,0.22976190476190478,0.15428571428571433
2,2014-06-26,77,60,69.0,M,60,63,0, 4,-,-,BR HZ,M,M,M,0.0,29.38,30.03,5.5,6,7.1,2014,75.42857142857143,0.34571428571428575,3.8285714285714363,0.0,0.19547619047619044,0.1625714285714286
1,2014-06-27,88,59,74.0, 3,62,67,0, 9,0418,1931,FG BR HZ,0,M,0.0,0.005,29.28,30.00,7.9,16,9.8,2014,73.28571428571429,0.4,1.6857142857142975,0.0,0.23,0.15442857142857147
2,2014-06-27,91,62,77.0,M,65,70,0,12,-,-,BR HZ,M,M,M,0.0,29.34,29.98,7.2,16,9.0,2014,75.42857142857143,0.34571428571428575,3.8285714285714363,0.0,0.19547619047619044,0.1625714285714286
1,2014-06-28,87,71,79.0, 8,67,70,0,14,0419,1931, ,0,M,0.0,0.0,29.23,29.96,11.8,18,12.1,2014,73.28571428571429,0.4,1.6857142857142975,0.0,0.2261904761904762,0.15442857142857147
2,2014-06-28,88,75,82.0,M,70,73,0,17,-,-,TS TSRA,M,M,M,0.16,29.31,29.95,11.1,17,11.7,2014,75.42857142857143,0.34571428571428575,3.8285714285714363,0.0,0.19738095238095235,0.16714285714285715
1,2014-06-29,85,69,77.0, 6,67,71,0,12,0419,1931,RA,0,M,0.0,0.07,29.20,29.90,12.3,21,12.9,2014,73.28571428571429,0.4,1.6857142857142975,0.0,0.21857142857142856,0.15642857142857147
2,2014-06-29,88,71,80.0,M,70,73,0,15,-,-, ,M,M,M,0.04,29.26,29.89,12.4,21,13.2,2014,75.42857142857143,0.34571428571428575,3.8285714285714363,0.0,0.18928571428571428,0.1682857142857143
1,2014-06-30,87,67,77.0, 5,67,70,0,12,0419,1931,TS TSRA RA,0,M,0.0,2.6,29.05,29.77,6.3,20,12.6,2014,73.28571428571429,0.4,1.6857142857142975,0.0,0.34238095238095234,0.23071428571428573
2,2014-06-30,88,68,78.0,M,71,73,0,13,-,-,TS TSRA RA BR,M,M,M,2.06,29.10,29.75,9.0,19,12.7,2014,75.42857142857143,0.34571428571428575,3.8285714285714363,0.0,0.2873809523809524,0.2248571428571429
1,2014-07-01,80,67,74.0, 2,60,65,0, 9,0420,1931,RA,0,M,0.0,0.005,29.02,29.72,12.3,24,12.4,2014,73.28571428571429,0.4,1.6857142857142975,0.0,0.2826190476190476,0.22485714285714292
2,2014-07-01,84,68,76.0,M,64,68,0,11,-,-,RA DZ BR,M,M,M,0.04,29.08,29.71,14.9,24,14.6,2014,75.42857142857143,0.34571428571428575,3.8285714285714363,0.0,0.26785714285714285,0.21171428571428574
1,2014-07-02,70,56,63.0,-9,53,57,2, 0,0420,1931,RA DZ BR HZ,0,M,0.0,0.12,29.23,29.92,5.3,30,9.6,2014,73.28571428571429,0.4,1.6857142857142975,0.0,0.26357142857142857,0.22742857142857148
2,2014-07-02,74,58,66.0,M,56,60,0, 1,-,-,RA DZ BR HZ,M,M,M,0.12,29.28,29.90,6.3,30,9.7,2014,75.42857142857143,0.34571428571428575,3.8285714285714363,0.0,0.27214285714285713,0.19571428571428576
1,2014-07-03,76,56,66.0,-6,48,56,0, 1,0421,1931,RA,0,M,0.0,0.07,29.41,30.11,2.2,30,6.8,2014,72.0,0.17785714285714288,0.4000000000000057,0.0,0.2666666666666667,0.22942857142857145
2,2014-07-03,75,57,66.0,M,51,58,0, 1,-,-,RA DZ BR,M,M,M,0.05,29.47,30.10,1.8,1,7.0,2014,73.71428571428571,0.1457142857142857,2.114285714285714,0.0,0.27404761904761904,0.19714285714285718
1,2014-07-04,79,58,69.0,-3,48,57,0, 4,0422,1930,HZ,0,M,0.0,0.0,29.54,30.26,2.9,6,7.2,2014,72.0,0.17785714285714288,0.4000000000000057,0.0,0.2666666666666667,0.22942857142857145
2,2014-07-04,79,60,70.0,M,50,59,0, 5,-,-,HZ,M,M,M,0.0,29.60,30.25,2.8,6,7.1,2014,73.71428571428571,0.1457142857142857,2.114285714285714,0.0,0.27404761904761904,0.19714285714285718
1,2014-07-05,77,60,69.0,-3,54,60,0, 4,0422,1930,RA HZ,0,M,0.0,0.005,29.41,30.16,8.0,21,8.3,2014,72.0,0.17785714285714288,0.4000000000000057,0.0,0.2669047619047619,0.22957142857142862
2,2014-07-05,79,63,71.0,M,55,62,0, 6,-,-,RA HZ,M,M,M,0.01,29.47,30.15,9.2,21,9.6,2014,73.71428571428571,0.1457142857142857,2.114285714285714,0.0,0.2745238095238095,0.19742857142857145
1,2014-07-06,87,63,75.0, 3,63,68,0,10,0423,1930, ,0,M,0.0,0.0,29.10,29.85,11.8,22,12.3,2014,72.0,0.17785714285714288,0.4000000000000057,0.0,0.2669047619047619,0.22942857142857145
2,2014-07-06,89,66,78.0,M,66,70,0,13,-,-, ,M,M,M,0.0,29.17,29.84,12.5,22,12.9,2014,73.71428571428571,0.1457142857142857,2.114285714285714,0.0,0.2742857142857143,0.19728571428571431
1,2014-07-07,88,71,80.0, 8,63,69,0,15,0423,1930,TSRA,0,M,0.0,0.63,29.00,29.72,6.9,27,8.6,2014,72.0,0.17785714285714288,0.4000000000000057,0.0,0.2969047619047619,0.24342857142857147
2,2014-07-07,89,72,81.0,M,66,71,0,16,-,-,TSRA,M,M,M,0.48,29.05,29.70,9.1,27,10.3,2014,73.71428571428571,0.1457142857142857,2.114285714285714,0.0,0.29714285714285715,0.20528571428571432
1,2014-07-08,81,66,74.0, 1,59,65,0, 9,0424,1929,TSRA,0,M,0.0,0.54,29.01,29.70,10.9,28,12.0,2014,72.0,0.17785714285714288,0.4000000000000057,0.0,0.3223809523809524,0.2588571428571429
2,2014-07-08,84,70,77.0,M,62,68,0,12,-,-,RA,M,M,M,0.48,29.07,29.69,11.5,27,13.0,2014,73.71428571428571,0.1457142857142857,2.114285714285714,0.0,0.32,0.21900000000000003
1,2014-07-09,80,62,71.0,-2,54,61,0, 6,0425,1929, ,0,M,0.0,0.0,29.25,29.93,6.8,32,8.4,2014,72.0,0.17785714285714288,0.4000000000000057,0.0,0.2914285714285714,0.2534285714285715
2,2014-07-09,81,64,73.0,M,58,64,0, 8,-,-, ,M,M,M,0.0,29.31,29.91,3.0,1,6.1,2014,73.71428571428571,0.1457142857142857,2.114285714285714,0.0,0.28190476190476194,0.2155714285714286
1,2014-07-10,79,60,70.0,-3,53,60,0, 5,0425,1929, ,0,M,0.0,0.0,29.42,30.13,4.1,10,4.4,2014,70.14285714285714,0.10571428571428572,0.0,1.4571428571428555,0.2761904761904762,0.2534285714285715
2,2014-07-10,78,63,71.0,M,56,62,0, 6,-,-, ,M,M,M,0.0,29.49,30.11,4.5,9,5.4,2014,71.57142857142857,0.5392857142857143,0.0,0.028571428571424917,0.26333333333333336,0.2155714285714286
1,2014-07-11,81,60,71.0,-2,54,61,0, 6,0426,1928,RA,0,M,0.0,0.01,29.42,30.14,5.1,18,5.4,2014,70.14285714285714,0.10571428571428572,0.0,1.4571428571428555,0.2761904761904762,0.2537142857142858
2,2014-07-11,83,63,73.0,M,54,63,0, 8,-,-, ,M,M,M,0.005,29.48,30.13,5.5,17,6.5,2014,71.57142857142857,0.5392857142857143,0.0,0.028571428571424917,0.2621428571428572,0.21571428571428575
1,2014-07-12,80,70,75.0, 2,66,69,0,10,0427,1928,RA BR,0,M,0.0,0.47,29.23,29.97,9.1,20,10.5,2014,70.14285714285714,0.10571428571428572,0.0,1.4571428571428555,0.2376190476190476,0.26485714285714296
2,2014-07-12,81,70,76.0,M,69,72,0,11,-,-,TSRA RA BR,M,M,M,3.31,29.30,29.96,8.6,21,10.6,2014,71.57142857142857,0.5392857142857143,0.0,0.028571428571424917,0.38500000000000006,0.30685714285714294
1,2014-07-13,85,68,77.0, 4,61,67,0,12,0428,1927, ,0,M,0.0,0.01,29.18,29.90,8.9,28,9.7,2014,70.14285714285714,0.10571428571428572,0.0,1.4571428571428555,0.23809523809523805,0.2585714285714286
2,2014-07-13,86,71,79.0,M,65,69,0,14,-,-, ,M,M,M,0.04,29.24,29.88,9.1,27,10.0,2014,71.57142857142857,0.5392857142857143,0.0,0.028571428571424917,0.3869047619047619,0.302
1,2014-07-14,80,61,71.0,-2,54,61,0, 6,0428,1927, ,0,M,0.0,0.2,29.11,29.83,7.3,31,8.1,2014,70.14285714285714,0.10571428571428572,0.0,1.4571428571428555,0.2452380952380952,0.26428571428571435
2,2014-07-14,81,64,73.0,M,57,63,0, 8,-,-, ,M,M,M,0.37,29.17,29.81,5.9,30,7.4,2014,71.57142857142857,0.5392857142857143,0.0,0.028571428571424917,0.39690476190476187,0.31257142857142856
1,2014-07-15,70,55,63.0,-11,50,56,2, 0,0429,1926,RA,0,M,0.0,0.05,29.21,29.91,10.0,30,10.5,2014,70.14285714285714,0.10571428571428572,0.0,1.4571428571428555,0.22809523809523805,0.2297142857142858
2,2014-07-15,71,57,64.0,M,53,58,1, 0,-,-,RA,M,M,M,0.05,29.26,29.91,10.0,29,10.4,2014,71.57142857142857,0.5392857142857143,0.0,0.028571428571424917,0.3445238095238095,0.30114285714285716
1,2014-07-16,72,55,64.0,-10,47,55,1, 0,0430,1925, ,0,M,0.0,0.0,29.29,30.00,3.3,2,7.4,2014,70.14285714285714,0.10571428571428572,0.0,1.4571428571428555,0.2278571428571428,0.21485714285714294
2,2014-07-16,73,56,65.0,M,50,57,0, 0,-,-, ,M,M,M,0.0,29.36,30.00,3.2,2,7.1,2014,71.57142857142857,0.5392857142857143,0.0,0.028571428571424917,0.3435714285714286,0.3002857142857143
1,2014-07-17,78,54,66.0,-8,50,57,0, 1,0431,1925, ,0,M,0.0,0.0,29.37,30.08,3.0,12,5.5,2014,71.0,0.0014285714285714286,0.0,0.5999999999999943,0.2278571428571428,0.2147142857142858
2,2014-07-17,78,58,68.0,M,53,60,0, 3,-,-, ,M,M,M,0.0,29.43,30.07,2.5,15,5.1,2014,73.85714285714286,0.027142857142857142,2.257142857142867,0.0,0.3435714285714286,0.30000000000000004
1,2014-07-18,79,59,69.0,-5,53,60,0, 4,0432,1924, ,0,M,0.0,0.0,29.39,30.12,5.7,14,6.9,2014,71.0,0.0014285714285714286,0.0,0.5999999999999943,0.22761904761904758,0.2147142857142858
2,2014-07-18,81,64,73.0,M,55,62,0, 8,-,-, ,M,M,M,0.0,29.46,30.10,4.9,16,6.2,2014,73.85714285714286,0.027142857142857142,2.257142857142867,0.0,0.3435714285714286,0.30000000000000004
1,2014-07-19,80,57,69.0,-5,52,60,0, 4,0433,1923,HZ,0,M,0.0,0.0,29.33,30.05,4.2,11,4.6,2014,71.0,0.0014285714285714286,0.0,0.5999999999999943,0.22761904761904758,0.2147142857142858
2,2014-07-19,80,62,71.0,M,56,63,0, 6,-,-, ,M,M,M,0.0,29.39,30.04,3.2,9,4.3,2014,73.85714285714286,0.027142857142857142,2.257142857142867,0.0,0.33595238095238095,0.30000000000000004
1,2014-07-20,82,60,71.0,-3,56,63,0, 6,0433,1923, ,0,M,0.0,0.0,29.31,30.03,4.0,22,4.5,2014,71.0,0.0014285714285714286,0.0,0.5999999999999943,0.22428571428571425,0.2147142857142858
2,2014-07-20,84,66,75.0,M,59,65,0,10,-,-, ,M,M,M,0.0,29.37,30.01,3.8,23,4.4,2014,73.85714285714286,0.027142857142857142,2.257142857142867,0.0,0.33404761904761904,0.2998571428571429
1,2014-07-21,86,63,75.0, 1,61,66,0,10,0434,1922, ,0,M,0.0,0.0,29.34,30.05,6.9,20,7.2,2014,71.0,0.0014285714285714286,0.0,0.5999999999999943,0.10047619047619043,0.2147142857142858
2,2014-07-21,87,68,78.0,M,63,69,0,13,-,-, ,M,M,M,0.0,29.41,30.04,7.6,19,8.0,2014,73.85714285714286,0.027142857142857142,2.257142857142867,0.0,0.23595238095238097,0.2998571428571429
1,2014-07-22,90,69,80.0, 6,67,71,0,15,0435,1921,TS,0,M,0.0,0.01,29.27,29.97,8.3,22,11.9,2014,71.0,0.0014285714285714286,0.0,0.5999999999999943,0.10071428571428566,0.21485714285714294
2,2014-07-22,91,72,82.0,M,70,74,0,17,-,-,TSRA BR,M,M,M,0.19,29.34,29.96,9.6,21,12.9,2014,73.85714285714286,0.027142857142857142,2.257142857142867,0.0,0.24309523809523811,0.3052857142857143
1,2014-07-23,75,59,67.0,-7,51,58,0, 2,0436,1920, ,0,M,0.0,0.0,29.41,30.12,15.7,2,16.1,2014,71.0,0.0014285714285714286,0.0,0.5999999999999943,0.09499999999999995,0.19628571428571437
2,2014-07-23,76,64,70.0,M,56,61,0, 5,-,-, ,M,M,M,0.0,29.47,M,16.4,2,16.7,2014,73.85714285714286,0.027142857142857142,2.257142857142867,0.0,0.2373809523809524,0.2824285714285714
1,2014-07-24,75,57,66.0,-8,47,56,0, 1,0437,1919, ,0,M,0.0,0.0,29.39,30.11,6.2,5,8.8,2014,69.71428571428571,0.005,0.0,1.8857142857142861,0.0916666666666666,0.18714285714285722
2,2014-07-24,75,60,68.0,M,52,59,0, 3,-,-, ,M,M,M,0.0,29.44,30.10,5.0,4,8.2,2014,71.85714285714286,0.0064285714285714285,0.2571428571428669,0.0,0.23500000000000001,0.27128571428571424
1,2014-07-25,75,55,65.0,-9,54,60,0, 0,0438,1918, ,0,M,0.0,0.005,29.24,29.98,8.4,21,9.1,2014,69.71428571428571,0.005,0.0,1.8857142857142861,0.09190476190476184,0.18700000000000008
2,2014-07-25,77,60,69.0,M,57,62,0, 4,-,-, ,M,M,M,0.005,29.31,29.97,8.7,21,9.2,2014,71.85714285714286,0.0064285714285714285,0.2571428571428669,0.0,0.23523809523809525,0.2705714285714286
1,2014-07-26,84,68,76.0, 2,63,67,0,11,0439,1918, ,0,M,0.0,0.0,29.10,29.83,3.9,24,5.5,2014,69.71428571428571,0.005,0.0,1.8857142857142861,0.0916666666666666,0.1504285714285715
2,2014-07-26,85,70,78.0,M,67,70,0,13,-,-, ,M,M,M,0.0,29.16,29.81,7.0,23,8.1,2014,71.85714285714286,0.0064285714285714285,0.2571428571428669,0.0,0.23476190476190478,0.24971428571428572
1,2014-07-27,87,65,76.0, 2,59,66,0,11,0440,1917,RA BR HZ,0,M,0.0,0.02,29.08,29.77,12.2,30,15.0,2014,69.71428571428571,0.005,0.0,1.8857142857142861,0.09261904761904756,0.15100000000000005
2,2014-07-27,89,66,78.0,M,62,68,0,13,-,-,BR,M,M,M,0.04,29.13,29.75,11.4,30,14.2,2014,71.85714285714286,0.0064285714285714285,0.2571428571428669,0.0,0.2366666666666667,0.25085714285714283
1,2014-07-28,73,59,66.0,-8,48,56,0, 1,0441,1916, ,0,M,0.0,0.0,29.33,30.03,9.2,36,11.1,2014,69.71428571428571,0.005,0.0,1.8857142857142861,0.06261904761904755,0.14957142857142863
2,2014-07-28,73,62,68.0,M,50,58,0, 3,-,-, ,M,M,M,0.0,29.38,30.01,10.0,36,12.2,2014,71.85714285714286,0.0064285714285714285,0.2571428571428669,0.0,0.2138095238095238,0.24628571428571427
1,2014-07-29,81,58,70.0,-4,53,60,0, 5,0442,1915, ,0,M,0.0,0.01,29.28,30.00,8.4,30,9.6,2014,69.71428571428571,0.005,0.0,1.8857142857142861,0.03738095238095231,0.1381428571428572
2,2014-07-29,81,60,71.0,M,55,62,0, 6,-,-, ,M,M,M,0.0,29.34,29.99,4.8,29,8.0,2014,71.85714285714286,0.0064285714285714285,0.2571428571428669,0.0,0.19095238095238093,0.21342857142857138
1,2014-07-30,79,59,69.0,-5,54,60,0, 4,0443,1914, ,0,M,0.0,0.0,29.29,30.01,2.2,33,7.0,2014,69.71428571428571,0.005,0.0,1.8857142857142861,0.03738095238095231,0.13800000000000004
2,2014-07-30,80,61,71.0,M,58,62,0, 6,-,-, ,M,M,M,0.0,29.36,30.00,1.1,6,5.4,2014,71.85714285714286,0.0064285714285714285,0.2571428571428669,0.0,0.19095238095238093,0.21285714285714283
1,2014-07-31,84,59,72.0,-2,55,62,0, 7,0444,1913, ,0,M,0.0,0.0,29.30,30.01,8.0,26,8.4,2014,73.42857142857143,0.41642857142857137,1.8285714285714363,0.0,0.03738095238095231,0.13800000000000004
2,2014-07-31,85,63,74.0,M,59,65,0, 9,-,-,BR HZ,M,M,M,0.0,29.36,30.00,7.6,25,8.5,2014,75.0,0.3,3.4000000000000057,0.0,0.19095238095238093,0.21285714285714283
1,2014-08-01,85,62,74.0, 1,56,63,0, 9,0445,1911, ,0,M,0.0,0.15,29.34,30.06,2.4,22,6.9,2014,73.42857142857143,0.41642857142857137,1.8285714285714363,0.0,0.04404761904761898,0.1421428571428572
2,2014-08-01,83,67,75.0,M,60,65,0,10,-,-,TSRA RA HZ,M,M,M,0.21,29.41,30.05,5.5,23,7.3,2014,75.0,0.3,3.4000000000000057,0.0,0.2007142857142857,0.21885714285714283
1,2014-08-02,86,59,73.0, 0,53,61,0, 8,0446,1910, ,0,M,0.0,0.0,29.40,30.11,1.6,4,4.2,2014,73.42857142857143,0.41642857142857137,1.8285714285714363,0.0,0.0216666666666666,0.1421428571428572
2,2014-08-02,84,63,74.0,M,56,63,0, 9,-,-, ,M,M,M,0.0,29.46,30.10,2.6,5,4.6,2014,75.0,0.3,3.4000000000000057,0.0,0.04309523809523809,0.21428571428571427
1,2014-08-03,87,62,75.0, 2,58,65,0,10,0447,1909, ,0,M,0.0,0.0,29.38,30.09,4.5,26,6.9,2014,73.42857142857143,0.41642857142857137,1.8285714285714363,0.0,0.021190476190476124,0.1401428571428572
2,2014-08-03,87,66,77.0,M,62,67,0,12,-,-, ,M,M,M,0.0,29.44,30.08,2.6,20,6.5,2014,75.0,0.3,3.4000000000000057,0.0,0.04119047619047618,0.2131428571428571
1,2014-08-04,87,67,77.0, 4,60,65,0,12,0448,1908,TSRA RA BR,0,M,0.0,2.76,29.34,30.06,0.4,33,7.5,2014,73.42857142857143,0.41642857142857137,1.8285714285714363,0.0,0.143095238095238,0.14471428571428574
2,2014-08-04,88,68,78.0,M,64,69,0,13,-,-,TSRA RA BR,M,M,M,1.82,29.39,30.04,3.3,30,8.9,2014,75.0,0.3,3.4000000000000057,0.0,0.11023809523809522,0.20628571428571427
1,2014-08-05,80,64,72.0,-1,62,65,0, 7,0449,1907,BR HZ,0,M,0.0,0.005,29.31,30.03,4.8,3,6.3,2014,73.42857142857143,0.41642857142857137,1.8285714285714363,0.0,0.14095238095238086,0.14471428571428574
2,2014-08-05,80,68,74.0,M,66,69,0, 9,-,-,RA BR,M,M,M,0.07,29.37,30.01,2.3,4,5.2,2014,75.0,0.3,3.4000000000000057,0.0,0.11119047619047617,0.20714285714285713
1,2014-08-06,80,62,71.0,-2,54,61,0, 6,0450,1906, ,0,M,0.0,0.0,29.34,30.05,5.1,3,6.3,2014,73.42857142857143,0.41642857142857137,1.8285714285714363,0.0,0.14095238095238086,0.14128571428571432
2,2014-08-06,81,65,73.0,M,57,64,0, 8,-,-, ,M,M,M,0.0,29.39,30.03,4.8,3,6.3,2014,75.0,0.3,3.4000000000000057,0.0,0.11119047619047617,0.20371428571428568
1,2014-08-07,81,61,71.0,-2,56,63,0, 6,0451,1904, ,0,M,0.0,0.0,29.34,30.06,8.3,8,9.0,2014,72.0,0.13142857142857142,0.4000000000000057,0.0,0.14095238095238086,0.13928571428571432
2,2014-08-07,81,69,75.0,M,61,66,0,10,-,-, ,M,M,M,0.0,29.40,30.04,8.7,9,9.3,2014,73.71428571428571,0.18857142857142856,2.114285714285714,0.0,0.11119047619047617,0.20228571428571426
1,2014-08-08,82,66,74.0, 1,57,64,0, 9,0452,1903, ,0,M,0.0,0.0,29.34,30.05,10.1,7,10.7,2014,72.0,0.13142857142857142,0.4000000000000057,0.0,0.14095238095238086,0.13928571428571432
2,2014-08-08,82,70,76.0,M,60,66,0,11,-,-, ,M,M,M,0.0,29.39,30.03,10.7,7,11.1,2014,73.71428571428571,0.18857142857142856,2.114285714285714,0.0,0.11119047619047617,0.20228571428571426
